iter	Logloss
0	0.1250936534
1	0.06921987488
2	0.06177329471
3	0.05895831603
4	0.05816835334
5	0.05735348326
6	0.05711410062
7	0.0568960077
8	0.05668119694
9	0.05643922808
10	0.05616814312
11	0.05601401312
12	0.05573350479
13	0.05565503192
14	0.05549207161
15	0.05544828269
16	0.05531180064
17	0.05519282453
18	0.05513720485
19	0.05490459591
20	0.05477327214
21	0.05466147883
22	0.05454884852
23	0.05439027446
24	0.05432503621
25	0.05422234153
26	0.05418135728
27	0.05412790363
28	0.05407175121
29	0.05400195599
30	0.05389499887
31	0.05382769641
32	0.05378483503
33	0.05369074792
34	0.0536348523
35	0.05355722049
36	0.05348313103
37	0.05341128495
38	0.05335738419
39	0.05328684772
40	0.05323436442
41	0.05315434174
42	0.05311397803
43	0.05305628371
44	0.05301475002
45	0.05295604055
46	0.05290803355
47	0.0528414026
48	0.05277978601
49	0.05273185433
50	0.05269633873
51	0.05267476426
52	0.05263679886
53	0.05259906444
54	0.05255750316
55	0.05251219185
56	0.05244435544
57	0.05239141819
58	0.05233037395
59	0.05229575757
60	0.05227010427
61	0.05223412701
62	0.05217731237
63	0.05213360454
64	0.05210485954
65	0.05207123989
66	0.05204226376
67	0.05200557188
68	0.05198585349
69	0.05193487134
70	0.05188026399
71	0.05183493313
72	0.05180872262
73	0.05175595282
74	0.0517153733
75	0.05166391402
76	0.05163419896
77	0.05159670941
78	0.05155959354
79	0.05153305911
80	0.0515064276
81	0.05145212679
82	0.05142828054
83	0.0513997466
84	0.05136290879
85	0.05130671019
86	0.05127843389
87	0.05125681224
88	0.05121377017
89	0.05117752634
90	0.05113277161
91	0.051078869
92	0.05102290672
93	0.05099905806
94	0.05093342807
95	0.05090122705
96	0.05085081668
97	0.05082076145
98	0.0508082817
99	0.05077485444
100	0.05074090569
101	0.05067286522
102	0.05065212101
103	0.05062398509
104	0.05059246185
105	0.05056530369
106	0.05052965502
107	0.05050782075
108	0.05047366223
109	0.0504472503
110	0.05040451188
111	0.05038827745
112	0.05033693196
113	0.05031067463
114	0.05026491361
115	0.05020702166
116	0.05018124394
117	0.05016008386
118	0.05013875735
119	0.05009619561
120	0.05006585585
121	0.05003643839
122	0.04999483448
123	0.04996385171
124	0.04994090957
125	0.04991043405
126	0.0498842892
127	0.04985711391
128	0.04983576936
129	0.04981996033
130	0.04977190029
131	0.04974299296
132	0.04971744906
133	0.04969556184
134	0.04967259883
135	0.04965049302
136	0.04961783858
137	0.04958835332
138	0.04956289146
139	0.04953907638
140	0.0495081685
141	0.0494736657
142	0.04944252059
143	0.04941384429
144	0.04937320561
145	0.04935641324
146	0.04932889942
147	0.04930581013
148	0.04928319481
149	0.04926071364
150	0.04924118017
151	0.04920282943
152	0.04918921276
153	0.04914820065
154	0.04912057165
155	0.04909808912
156	0.0490602866
157	0.04904327819
158	0.04901534642
159	0.04898181132
160	0.04896798482
161	0.0489455085
162	0.04890929656
163	0.04888505128
164	0.04885901228
165	0.04884324759
166	0.0488220762
167	0.04880781099
168	0.04878330467
169	0.04875787199
170	0.04873829437
171	0.04870074903
172	0.04868174267
173	0.04865776328
174	0.04864286324
175	0.04861433806
176	0.04860291246
177	0.04857634133
178	0.04855618001
179	0.04853950534
180	0.04851296167
181	0.04849910359
182	0.04846777531
183	0.04844595251
184	0.04843064105
185	0.04841544144
186	0.04839184161
187	0.0483781416
188	0.0483543268
189	0.04833791153
190	0.04830696462
191	0.04828344948
192	0.0482679091
193	0.04823548958
194	0.04819619363
195	0.04817112658
196	0.04815272101
197	0.0481391404
198	0.04811064627
199	0.04809615423
200	0.04807780673
201	0.04804771399
202	0.04802658004
203	0.04800182068
204	0.0479719823
205	0.04795378647
206	0.04792918533
207	0.04791246963
208	0.04789054289
209	0.04787405678
210	0.04785681886
211	0.04783764902
212	0.04780598758
213	0.04778669669
214	0.04776186237
215	0.04772026855
216	0.04768998789
217	0.04766478309
218	0.04764940368
219	0.04762254473
220	0.04760403486
221	0.04758140863
222	0.04756114777
223	0.04754165704
224	0.04751771342
225	0.04749703452
226	0.04747671656
227	0.04745610902
228	0.04742687855
229	0.04741536026
230	0.04739522193
231	0.0473700656
232	0.04735563256
233	0.04734072307
234	0.04732060842
235	0.04730990513
236	0.04727904607
237	0.04725600834
238	0.04724565073
239	0.04720478833
240	0.04719223207
241	0.04715809107
242	0.04715171508
243	0.04711638799
244	0.04709917352
245	0.04707788391
246	0.04706338236
247	0.04703757752
248	0.04701942386
249	0.04700564509
